,COD_DANE,NOM_DPTO,NOM_MPIO,cluster_total,cluster_n_tret,cluster_n_demic,cluster_n_spp,LATITUDE,LONGITUDE
284,15696.0,BOYACA,SANTA SOFIA,4,3,2,0,5.713269421,-73.60270717
285,15720.0,BOYACA,SATIVANORTE,7,3,1,6,6.1314,-72.7075
286,15723.0,BOYACA,SATIVASUR,7,3,1,6,6.0933,-72.7117
287,15740.0,BOYACA,SIACHOQUE,7,3,1,6,5.5131,-73.2442
288,15753.0,BOYACA,SOATA,7,1,2,6,6.331944597,-72.68405135
289,15755.0,BOYACA,SOCOTA,0,3,2,2,6.041161833,-72.63665338
290,15757.0,BOYACA,SOCHA,7,3,2,6,5.9978,-72.6922
291,15759.0,BOYACA,SOGAMOSO,5,1,2,7,5.7158,-72.9333
292,15761.0,BOYACA,SOMONDOCO,7,1,1,6,4.9861,-73.4322
293,15762.0,BOYACA,SORA,4,3,2,0,5.574,-73.497
294,15763.0,BOYACA,SOTAQUIRA,7,1,2,6,5.765230774,-73.24733448
295,15764.0,BOYACA,SORACA,7,3,1,6,5.500898262,-73.33280386
296,15774.0,BOYACA,SUSACON,7,1,2,6,6.230332074,-72.69028925
297,15776.0,BOYACA,SUTAMARCHAN,4,3,2,0,5.619781419,-73.6205861
298,15778.0,BOYACA,SUTATENZA,7,3,1,6,5.0211,-73.4519
299,15790.0,BOYACA,TASCO,5,3,2,7,5.9092,-72.7814
300,15798.0,BOYACA,TENZA,7,3,1,6,5.0769,-73.4211
301,15804.0,BOYACA,TIBANA,7,3,1,6,5.317250924,-73.39645722
302,15806.0,BOYACA,TIBASOSA,7,3,1,6,5.7481,-72.9989
303,15808.0,BOYACA,TINJACA,4,3,2,0,5.57971331,-73.64684734
304,15810.0,BOYACA,TIPACOQUE,4,3,1,0,6.4203,-72.6917
305,15814.0,BOYACA,TOCA,7,3,1,6,5.5639,-73.184
306,15816.0,BOYACA,TOGUI,4,1,2,0,5.937438225,-73.51365506
307,15820.0,BOYACA,TOPAGA,7,3,1,6,5.768201449,-72.83224493
308,15822.0,BOYACA,TOTA,5,1,1,7,5.5603,-72.9861
309,15832.0,BOYACA,TUNUNGUA,6,3,2,5,5.730582208,-73.9331548
310,15835.0,BOYACA,TURMEQUE,7,3,1,6,5.323252767,-73.49184702
311,15837.0,BOYACA,TUTA,7,3,2,6,5.6897,-73.2275
312,15839.0,BOYACA,TUTAZA,4,3,1,0,6.032607903,-72.85603548
313,15842.0,BOYACA,UMBITA,7,3,1,6,5.221176201,-73.45691657
314,15861.0,BOYACA,VENTAQUEMADA,7,3,1,6,5.3664,-73.5219
315,15879.0,BOYACA,VIRACACHA,7,3,1,6,5.436788534,-73.29689965
316,15897.0,BOYACA,ZETAQUIRA,5,1,1,7,5.2839,-73.1703
317,17001.0,CALDAS,MANIZALES,0,2,0,2,5.0661,-75.4847
318,17013.0,CALDAS,AGUADAS,0,0,3,7,5.6092,-75.4564
319,17042.0,CALDAS,ANSERMA,6,1,3,5,5.2348,-75.7846
320,17050.0,CALDAS,ARANZAZU,5,0,3,7,5.2714,-75.4908
321,17088.0,CALDAS,BELALCAZAR,6,1,2,5,4.993784895,-75.8119177
322,17174.0,CALDAS,CHINCHINA,4,0,3,0,4.98523578,-75.60752092
323,17272.0,CALDAS,FILADELFIA,4,1,3,0,5.2961,-75.5617
324,17380.0,CALDAS,LA DORADA,7,3,2,6,5.4538,-74.6647
325,17388.0,CALDAS,LA MERCED,4,1,3,0,5.3994,-75.5469
326,17433.0,CALDAS,MANZANARES,0,0,3,2,5.2519,-75.1569
327,17442.0,CALDAS,MARMATO,6,1,2,5,5.4753,-75.5992
328,17444.0,CALDAS,MARQUETALIA,0,0,3,2,5.2969,-75.0531
329,17446.0,CALDAS,MARULANDA,0,0,3,2,5.2842,-75.2603
330,17486.0,CALDAS,NEIRA,0,0,3,2,5.1664,-75.5189
331,17495.0,CALDAS,NORCASIA,5,1,3,7,5.5742,-74.8889
332,17513.0,CALDAS,PACORA,5,0,3,7,5.527171733,-75.45962126
333,17524.0,CALDAS,PALESTINA,6,1,2,5,5.0194,-75.6233
334,17541.0,CALDAS,PENSILVANIA,3,0,3,2,5.384,-75.1612
335,17614.0,CALDAS,RIOSUCIO,4,0,3,0,5.4208,-75.7028
336,17616.0,CALDAS,RISARALDA,6,1,2,5,5.1665,-75.766
337,17653.0,CALDAS,SALAMINA,0,0,3,2,5.4073,-75.4875
338,17662.0,CALDAS,SAMANA,3,0,3,1,5.413080098,-74.99226277
339,17665.0,CALDAS,SAN JOSE,6,1,2,5,5.081569475,-75.79200444
340,17777.0,CALDAS,SUPIA,6,0,2,5,5.446842982,-75.64966031
341,17867.0,CALDAS,VICTORIA,5,1,3,7,5.3165,-74.911
342,17873.0,CALDAS,VILLAMARIA,0,2,0,2,5.043806686,-75.5137606
343,17877.0,CALDAS,VITERBO,6,1,3,5,5.0606,-75.8733
344,18001.0,CAQUETA,FLORENCIA,2,2,2,4,1.6142,-75.6117
345,18029.0,CAQUETA,ALBANIA,1,1,1,1,1.3289,-75.8783
346,18094.0,CAQUETA,BELEN DE LOS ANDAQUIES,2,2,2,4,1.415786446,-75.87247395
347,18150.0,CAQUETA,CARTAGENA DEL CHAIRA,3,1,1,1,1.335134956,-74.84719837
348,18205.0,CAQUETA,CURRILLO,1,1,1,1,1.033473092,-75.91920506
349,18247.0,CAQUETA,EL DONCELLO,2,0,1,4,1.68,-75.285
350,18256.0,CAQUETA,EL PAUJIL,2,0,1,4,1.570373283,-75.32612346
351,18410.0,CAQUETA,LA MONTAÑITA,2,0,1,4,1.4792,-75.4361
352,18460.0,CAQUETA,MILAN,3,1,1,1,1.290209607,-75.5069262
353,18479.0,CAQUETA,MORELIA,1,1,1,3,1.4858,-75.7244
354,18592.0,CAQUETA,PUERTO RICO,2,0,1,4,1.9075,-75.1583
355,18610.0,CAQUETA,SAN JOSE DE LA FRAGUA,2,2,1,4,1.331957358,-75.97352815
356,18753.0,CAQUETA,SAN VICENTE DEL CAG?AN,2,0,1,4,2.119656916,-74.7664818
357,18756.0,CAQUETA,SOLANO,1,1,1,1,0.6983,-75.2539
358,18785.0,CAQUETA,SOLITA,3,1,1,1,0.8758,-75.6197
359,18860.0,CAQUETA,VALPARAISO,3,1,1,1,1.194618724,-75.70670964
360,19001.0,CAUCA,POPAYAN,5,0,2,7,2.482503391,-76.57406469
361,19022.0,CAUCA,ALMAGUER,4,1,1,0,1.9131,-76.8561
362,19050.0,CAUCA,ARGELIA,3,2,2,2,2.2558,-77.2492
363,19075.0,CAUCA,BALBOA,7,3,1,6,2.0406,-77.2164
364,19100.0,CAUCA,BOLIVAR,4,1,1,0,1.837350657,-76.96628185
365,19110.0,CAUCA,BUENOS AIRES,0,0,2,7,3.015,-76.6428
366,19130.0,CAUCA,CAJIBIO,5,1,2,7,2.623370902,-76.57068201
367,19137.0,CAUCA,CALDONO,4,1,2,0,2.7969,-76.4828
368,19142.0,CAUCA,CALOTO,4,3,2,0,3.0359,-76.4079
369,19212.0,CAUCA,CORINTO,7,1,2,6,3.1739,-76.2594
370,19256.0,CAUCA,EL TAMBO,1,2,3,3,2.452,-76.8103
371,19290.0,CAUCA,FLORENCIA,6,3,1,5,1.6822,-77.0722
372,19318.0,CAUCA,GUAPI,3,2,2,1,2.572918366,-77.88803347
373,19355.0,CAUCA,INZA,5,0,3,7,2.549182985,-76.06350272
374,19364.0,CAUCA,JAMBALO,7,1,1,6,2.777834099,-76.32387732
375,19392.0,CAUCA,LA SIERRA,4,1,1,0,2.1775,-76.7642
376,19397.0,CAUCA,LA VEGA,7,1,1,6,2.0008,-76.7778
377,19418.0,CAUCA,LOPEZ,1,2,2,3,2.846787643,-77.24780344
378,19450.0,CAUCA,MERCADERES,4,3,1,0,1.7953,-77.1653
379,19455.0,CAUCA,MIRANDA,5,1,2,7,3.2503,-76.2286
380,19473.0,CAUCA,MORALES,0,0,3,2,2.7603,-76.6339
381,19513.0,CAUCA,PADILLA,6,3,1,5,3.2204,-76.3139
382,19517.0,CAUCA,PAEZ,0,0,3,7,2.641366767,-75.97196451
383,19532.0,CAUCA,PATIA,7,1,2,6,2.115670227,-76.98097859
384,19533.0,CAUCA,PIAMONTE,2,2,1,4,1.1158,-76.3261
385,19548.0,CAUCA,PIENDAMO,6,3,2,5,2.642281341,-76.52861676
386,19573.0,CAUCA,PUERTO TEJADA,6,3,1,5,3.23,-76.4175
387,19585.0,CAUCA,PURACE,0,2,3,2,2.342644047,-76.49563894
388,19622.0,CAUCA,ROSAS,4,3,1,0,2.26,-76.74
389,19693.0,CAUCA,SAN SEBASTIAN,4,1,1,0,1.838373887,-76.7693316
390,19698.0,CAUCA,SANTANDER DE QUILICHAO,4,1,2,0,3.0083,-76.4839
391,19701.0,CAUCA,SANTA ROSA,1,2,2,3,1.7006,-76.5728
392,19743.0,CAUCA,SILVIA,5,0,2,6,2.6108,-76.3789
393,19760.0,CAUCA,SOTARA,7,1,2,6,2.25315594,-76.61336538
394,19780.0,CAUCA,SUAREZ,5,0,2,7,2.959785496,-76.69356959
395,19785.0,CAUCA,SUCRE,6,3,1,5,2.0375,-76.925
396,19807.0,CAUCA,TIMBIO,6,3,1,5,2.349266226,-76.67599532
397,19809.0,CAUCA,TIMBIQUI,3,2,1,2,2.77731222,-77.66754057
398,19821.0,CAUCA,TORIBIO,7,1,2,6,2.951450409,-76.27112721
399,19824.0,CAUCA,TOTORO,5,0,2,7,2.510229193,-76.40244251
400,19845.0,CAUCA,VILLA RICA,6,3,1,5,3.1736,-76.4631
401,20001.0,CESAR,VALLEDUPAR,3,0,0,1,10.4603,-73.2597
402,20011.0,CESAR,AGUACHICA,5,3,1,7,8.3067,-73.6153
403,20013.0,CESAR,AGUSTIN CODAZZI,1,0,1,3,10.04045708,-73.23839632
404,20032.0,CESAR,ASTREA,7,3,1,6,9.4969,-73.9761
405,20045.0,CESAR,BECERRIL,1,0,1,1,9.7031,-73.2775
406,20060.0,CESAR,BOSCONIA,7,3,1,6,9.9761,-73.8903
407,20175.0,CESAR,CHIMICHAGUA,5,3,1,6,9.2578,-73.8133
408,20178.0,CESAR,CHIRIGUANA,0,1,1,7,9.36118961,-73.60014444
409,20228.0,CESAR,CURUMANI,5,1,1,7,9.201810592,-73.54098652
410,20238.0,CESAR,EL COPEY,5,1,3,7,10.1489,-73.96
411,20250.0,CESAR,EL PASO,7,3,1,6,9.6622,-73.7519
412,20295.0,CESAR,GAMARRA,7,3,1,6,8.3208,-73.7433
413,20310.0,CESAR,GONZALEZ,5,3,1,7,8.389604097,-73.38003986
414,20383.0,CESAR,LA GLORIA,5,3,1,7,8.6186,-73.8025
415,20400.0,CESAR,LA JAGUA DE IBIRICO,0,1,1,2,9.5611,-73.3364
416,20443.0,CESAR,MANAURE,3,0,1,1,10.39089864,-73.02832046
417,20517.0,CESAR,PAILITAS,7,3,1,6,8.9597,-73.625
418,20550.0,CESAR,PELAYA,5,3,1,7,8.6892,-73.6653
419,20570.0,CESAR,PUEBLO BELLO,3,0,0,2,10.4164,-73.5867
420,20614.0,CESAR,RIO DE ORO,5,1,1,7,8.292291882,-73.38639319
421,20621.0,CESAR,LA PAZ,1,0,1,3,10.3844,-73.1733
422,20710.0,CESAR,SAN ALBERTO,0,3,1,7,7.7592,-73.3931
423,20750.0,CESAR,SAN DIEGO,0,1,1,2,10.3325,-73.1808
424,20770.0,CESAR,SAN MARTIN,0,3,1,2,7.999859123,-73.51091378
425,20787.0,CESAR,TAMALAMEQUE,7,3,1,6,8.8589,-73.8139
426,23001.0,CORDOBA,MONTERIA,5,1,1,7,8.745130085,-75.87557594
427,23068.0,CORDOBA,AYAPEL,5,3,1,7,8.3125,-75.145
428,23079.0,CORDOBA,BUENAVISTA,5,1,1,7,8.2233,-75.4817
429,23090.0,CORDOBA,CANALETE,7,3,1,6,8.79,-76.2411
430,23162.0,CORDOBA,CERETE,4,3,1,0,8.888604957,-75.79622082
431,23168.0,CORDOBA,CHIMA,4,3,1,0,9.149482918,-75.62689124
432,23182.0,CORDOBA,CHINU,4,3,1,0,9.105132304,-75.39972622
433,23189.0,CORDOBA,CIENAGA DE ORO,7,3,1,6,8.875491886,-75.6207759
434,23300.0,CORDOBA,COTORRA,4,3,1,0,9.0389,-75.7933
435,23350.0,CORDOBA,LA APARTADA,5,3,1,7,8.05,-75.3356
436,23417.0,CORDOBA,LORICA,7,3,1,6,9.2419,-75.816
437,23419.0,CORDOBA,LOS CORDOBAS,7,3,1,6,8.892097535,-76.35517962
438,23464.0,CORDOBA,MOMIL,4,3,1,0,9.2397,-75.6775
439,23466.0,CORDOBA,MONTELIBANO,3,1,2,2,7.973777245,-75.41681813
440,23500.0,CORDOBA,MOÑITOS,4,3,1,0,9.2461,-76.1286
441,23555.0,CORDOBA,PLANETA RICA,5,1,1,7,8.4089,-75.5819
442,23570.0,CORDOBA,PUEBLO NUEVO,7,3,1,6,8.505,-75.5075
443,23574.0,CORDOBA,PUERTO ESCONDIDO,7,3,1,6,9.0192,-76.2614
444,23580.0,CORDOBA,PUERTO LIBERTADOR,0,1,2,2,7.8881,-75.6717
445,23586.0,CORDOBA,PURISIMA,4,3,1,0,9.239299079,-75.72488526
446,23660.0,CORDOBA,SAHAGUN,7,3,1,6,8.943015003,-75.44584563
447,23670.0,CORDOBA,SAN ANDRES DE SOTAVENTO,4,3,1,0,9.145037335,-75.50897284
448,23672.0,CORDOBA,SAN ANTERO,7,3,1,6,9.3775,-75.7603
449,23675.0,CORDOBA,SAN BERNARDO DEL VIENTO,7,3,1,6,9.355,-75.9544
450,23678.0,CORDOBA,SAN CARLOS,7,3,1,6,8.7944,-75.6994
451,23686.0,CORDOBA,SAN PELAYO,7,3,1,6,8.9578,-75.8375
452,23807.0,CORDOBA,TIERRALTA,3,0,1,1,8.1728,-76.0594
453,23855.0,CORDOBA,VALENCIA,5,1,1,7,8.2592,-76.1469
454,25001.0,CUNDINAMARCA,AGUA DE DIOS,6,3,2,5,4.3781,-74.6683
455,25019.0,CUNDINAMARCA,ALBAN,4,1,3,0,4.878022124,-74.4382611
456,25035.0,CUNDINAMARCA,ANAPOIMA,7,3,2,6,4.5503,-74.5361
457,25040.0,CUNDINAMARCA,ANOLAIMA,7,1,2,0,4.7633,-74.4647
458,25053.0,CUNDINAMARCA,ARBELAEZ,7,1,2,6,4.272534362,-74.41490146
459,25086.0,CUNDINAMARCA,BELTRAN,6,3,2,5,4.802832033,-74.74166638
460,25095.0,CUNDINAMARCA,BITUIMA,4,1,2,0,4.8744,-74.5406
461,25099.0,CUNDINAMARCA,BOJACA,7,1,3,6,4.741758117,-74.34849164
462,25120.0,CUNDINAMARCA,CABRERA,4,1,1,0,3.986,-74.4828
463,25123.0,CUNDINAMARCA,CACHIPAY,4,1,2,0,4.7304,-74.4366
464,25126.0,CUNDINAMARCA,CAJICA,7,1,2,6,4.920848901,-74.0234747
465,25148.0,CUNDINAMARCA,CAPARRAPI,7,3,2,6,5.349010455,-74.49070823
466,25151.0,CUNDINAMARCA,CAQUEZA,5,1,1,7,4.404111654,-73.94647338
467,25154.0,CUNDINAMARCA,CARMEN DE CARUPA,7,1,2,6,5.3503,-73.9014
468,25168.0,CUNDINAMARCA,CHAGUANI,4,3,2,0,4.948915827,-74.59345529
469,25175.0,CUNDINAMARCA,CHIA,7,1,2,6,4.866065913,-74.05034649
470,25178.0,CUNDINAMARCA,CHIPAQUE,7,1,1,6,4.4425,-74.0442
471,25181.0,CUNDINAMARCA,CHOACHI,5,1,1,7,4.52704792,-73.92289448
472,25183.0,CUNDINAMARCA,CHOCONTA,7,1,1,6,5.145223656,-73.68353237
473,25200.0,CUNDINAMARCA,COGUA,7,1,2,6,5.0619,-73.9794
474,25214.0,CUNDINAMARCA,COTA,7,1,2,6,4.8094,-74.098
475,25224.0,CUNDINAMARCA,CUCUNUBA,7,1,1,6,5.249794922,-73.76611274
476,25245.0,CUNDINAMARCA,EL COLEGIO,7,3,2,6,4.5808,-74.4425
477,25258.0,CUNDINAMARCA,EL PEÑON,4,3,2,0,5.248746933,-74.29020703
478,25260.0,CUNDINAMARCA,EL ROSAL,7,1,2,6,4.8519,-74.2628
479,25269.0,CUNDINAMARCA,FACATATIVA,5,1,3,7,4.813063972,-74.35022826
480,25279.0,CUNDINAMARCA,FOMEQUE,0,0,2,2,4.485474344,-73.89252259
481,25281.0,CUNDINAMARCA,FOSCA,5,1,1,6,4.3383,-73.9392
482,25286.0,CUNDINAMARCA,FUNZA,7,1,2,6,4.7175,-74.2094
483,25288.0,CUNDINAMARCA,FUQUENE,4,1,2,0,5.403996688,-73.79585516
484,25290.0,CUNDINAMARCA,FUSAGASUGA,5,1,2,7,4.337922443,-74.36539783
485,25293.0,CUNDINAMARCA,GACHALA,0,0,1,2,4.693578673,-73.52016136
486,25295.0,CUNDINAMARCA,GACHANCIPA,7,1,1,6,4.990947008,-73.87346352
487,25297.0,CUNDINAMARCA,GACHETA,5,1,1,7,4.817022162,-73.63700651
488,25299.0,CUNDINAMARCA,GAMA,5,0,1,7,4.7628,-73.6108
489,25307.0,CUNDINAMARCA,GIRARDOT,6,3,2,5,4.3036,-74.8039
490,25312.0,CUNDINAMARCA,GRANADA,7,3,1,6,4.5186,-74.3514
491,25317.0,CUNDINAMARCA,GUACHETA,7,1,2,6,5.383378074,-73.68697247
492,25320.0,CUNDINAMARCA,GUADUAS,7,3,2,6,5.0694,-74.5981
493,25322.0,CUNDINAMARCA,GUASCA,5,0,2,7,4.8658,-73.8772
494,25324.0,CUNDINAMARCA,GUATAQUI,6,3,2,5,4.517417235,-74.78996878
495,25326.0,CUNDINAMARCA,GUATAVITA,5,0,2,7,4.9344,-73.8344
496,25328.0,CUNDINAMARCA,GUAYABAL DE SIQUIMA,4,1,3,0,4.877968134,-74.46743733
497,25335.0,CUNDINAMARCA,GUAYABETAL,0,0,1,2,4.2153,-73.8144
498,25339.0,CUNDINAMARCA,GUTIERREZ,5,1,1,7,4.254678867,-74.0030419
499,25368.0,CUNDINAMARCA,JERUSALEN,4,3,2,0,4.562308268,-74.69541923
500,25372.0,CUNDINAMARCA,JUNIN,0,0,2,2,4.790569638,-73.66296114
501,25377.0,CUNDINAMARCA,LA CALERA,5,0,2,7,4.7197,-73.97
502,25386.0,CUNDINAMARCA,LA MESA,7,1,2,6,4.6303,-74.4625
503,25394.0,CUNDINAMARCA,LA PALMA,4,3,2,0,5.3606,-74.3897
504,25398.0,CUNDINAMARCA,LA PEÑA,4,3,2,0,5.1992,-74.3936
505,25402.0,CUNDINAMARCA,LA VEGA,7,1,3,6,4.9978,-74.3398
506,25407.0,CUNDINAMARCA,LENGUAZAQUE,7,1,1,6,5.3069,-73.7117
507,25426.0,CUNDINAMARCA,MACHETA,7,1,1,6,5.080294515,-73.60758137
508,25430.0,CUNDINAMARCA,MADRID,7,1,2,6,4.7306,-74.2639
509,25436.0,CUNDINAMARCA,MANTA,7,1,1,6,5.0081,-73.5403
510,25438.0,CUNDINAMARCA,MEDINA,3,0,1,1,4.5092,-73.3494
511,25473.0,CUNDINAMARCA,MOSQUERA,7,1,2,6,4.7078,-74.2328
512,25483.0,CUNDINAMARCA,NARIÑO,6,3,2,5,4.3978,-74.8273
513,25486.0,CUNDINAMARCA,NEMOCON,7,1,1,6,5.067364638,-73.87962974
514,25488.0,CUNDINAMARCA,NILO,4,1,2,0,4.3069,-74.62
515,25489.0,CUNDINAMARCA,NIMAIMA,4,3,2,0,5.1261,-74.3858
516,25491.0,CUNDINAMARCA,NOCAIMA,4,1,2,0,5.0703,-74.3781
517,25506.0,CUNDINAMARCA,VENECIA,4,3,1,0,4.0881,-74.4775
518,25513.0,CUNDINAMARCA,PACHO,5,1,3,7,5.1328,-74.1598
519,25518.0,CUNDINAMARCA,PAIME,4,3,2,0,5.3706,-74.1517
520,25524.0,CUNDINAMARCA,PANDI,4,1,1,0,4.1911,-74.4878
521,25530.0,CUNDINAMARCA,PARATEBUENO,3,1,1,2,4.3753,-73.2131
522,25535.0,CUNDINAMARCA,PASCA,7,1,2,6,4.3075,-74.3008
523,25572.0,CUNDINAMARCA,PUERTO SALGAR,7,3,2,6,5.4653,-74.6531
524,25580.0,CUNDINAMARCA,PULI,4,3,2,0,4.682021985,-74.71438006
525,25592.0,CUNDINAMARCA,QUEBRADANEGRA,4,3,2,0,5.1178,-74.4792
526,25594.0,CUNDINAMARCA,QUETAME,5,0,1,7,4.3303,-73.8628
527,25596.0,CUNDINAMARCA,QUIPILE,4,1,2,0,4.7433,-74.5333
528,25599.0,CUNDINAMARCA,APULO,4,3,2,0,4.5208,-74.5986
529,25612.0,CUNDINAMARCA,RICAURTE,6,3,2,5,4.2808,-74.7647
530,25645.0,CUNDINAMARCA,SAN ANTONIO DE TEQUENDAMA,7,1,2,6,4.616138045,-74.35144269
531,25649.0,CUNDINAMARCA,SAN BERNARDO,7,3,1,6,4.1786,-74.4231
532,25653.0,CUNDINAMARCA,SAN CAYETANO,7,1,2,6,5.3322,-74.0256
533,25658.0,CUNDINAMARCA,SAN FRANCISCO,7,1,2,6,4.9711,-74.2892
534,25662.0,CUNDINAMARCA,SAN JUAN DE RIOSECO,4,3,2,0,4.8486,-74.6206
535,25718.0,CUNDINAMARCA,SASAIMA,7,1,3,6,4.965,-74.4347
536,25736.0,CUNDINAMARCA,SESQUILE,7,1,1,6,5.044759739,-73.79609879
537,25740.0,CUNDINAMARCA,SIBATE,7,1,1,6,4.48976422,-74.25899253
538,25743.0,CUNDINAMARCA,SILVANIA,7,3,1,6,4.4033,-74.3881
539,25745.0,CUNDINAMARCA,SIMIJACA,4,3,2,0,5.5033,-73.8517
540,25754.0,CUNDINAMARCA,SOACHA,5,1,3,6,4.5781,-74.2144
541,25758.0,CUNDINAMARCA,SOPO,7,1,2,6,4.906330809,-73.94577489
542,25769.0,CUNDINAMARCA,SUBACHOQUE,7,1,2,6,4.9281,-74.1736
543,25772.0,CUNDINAMARCA,SUESCA,7,1,1,6,5.1017,-73.7981
544,25777.0,CUNDINAMARCA,SUPATA,7,1,2,6,5.061619548,-74.23540301
545,25779.0,CUNDINAMARCA,SUSA,4,1,2,0,5.4539,-73.8144
546,25781.0,CUNDINAMARCA,SUTATAUSA,4,1,2,0,5.2472,-73.8525
547,25785.0,CUNDINAMARCA,TABIO,7,1,2,6,4.9158,-74.0983
548,25793.0,CUNDINAMARCA,TAUSA,5,1,2,7,5.1964,-73.8875
549,25797.0,CUNDINAMARCA,TENA,7,1,2,6,4.6547,-74.39
550,25799.0,CUNDINAMARCA,TENJO,7,1,2,6,4.8697,-74.1439
551,25805.0,CUNDINAMARCA,TIBACUY,4,1,2,0,4.3472,-74.4525
552,25807.0,CUNDINAMARCA,TIBIRITA,7,3,1,6,5.0511,-73.5042
553,25815.0,CUNDINAMARCA,TOCAIMA,4,3,2,0,4.4578,-74.6347
554,25817.0,CUNDINAMARCA,TOCANCIPA,7,1,2,6,4.964786354,-73.91209121
555,25823.0,CUNDINAMARCA,TOPAIPI,7,3,2,0,5.335973352,-74.30268797
556,25839.0,CUNDINAMARCA,UBALA,3,0,1,1,4.743994683,-73.53396661
557,25841.0,CUNDINAMARCA,UBAQUE,5,1,1,7,4.4831,-73.9344
558,25843.0,CUNDINAMARCA,UBATE,7,1,2,6,5.307528472,-73.81435559
559,25845.0,CUNDINAMARCA,UNE,7,1,1,6,4.4019,-74.025
560,25851.0,CUNDINAMARCA,UTICA,4,3,2,0,5.190549621,-74.48315435
561,25862.0,CUNDINAMARCA,VERGARA,7,1,2,6,5.1178,-74.3461
562,25867.0,CUNDINAMARCA,VIANI,4,3,2,0,4.875207524,-74.56131964
563,25871.0,CUNDINAMARCA,VILLAGOMEZ,4,1,2,0,5.273023756,-74.19514546
564,25873.0,CUNDINAMARCA,VILLAPINZON,7,3,1,6,5.216372853,-73.59565927
